//Rank# PlayerName TotalLevel XPTotal
0	Jeton	2079	1099562811
1	Mr  Chubbs	2079	1039021300
2	Anthony	2079	489684350
3	Loco	2079	349546812
4	Carson	2079	302991480
6	Selena	1895	474194850
7	Durable	1211	315959050
8	Cleared	243	14026300
9	Jhgjhg	42	3175
10	Jhgjhghjgfh	30	1300
11	Jhgjhghjgfhj	30	1300
12	Zyklon B	30	1300
13	Molly	30	1300
14	Mmmk	30	1300
15	Jhgjhghhghgf	30	1300
16	Jhgjhghhg766	30	1300
17	Test1234	30	1300
18	Test1	30	1300
.
